2021-07-15 18:08:16,453 SSD INFO: Using 1 GPUs
2021-07-15 18:08:16,453 SSD INFO: Namespace(config_file='configs/vgg_ssd300_voc0712.yaml', distributed=False, eval_step=2500, local_rank=0, log_step=10, num_gpus=1, opts=[], save_step=2500, skip_test=False, use_tensorboard=True)
2021-07-15 18:08:16,453 SSD INFO: Loaded configuration file configs/vgg_ssd300_voc0712.yaml
2021-07-15 18:08:16,453 SSD INFO: 
MODEL:
  NUM_CLASSES: 21
INPUT:
  IMAGE_SIZE: 300
DATASETS:
  TRAIN: ("voc_2007_trainval", "voc_2012_trainval")
  TEST: ("voc_2007_test", )
SOLVER:
  MAX_ITER: 120000
  LR_STEPS: [80000, 100000]
  GAMMA: 0.1
  BATCH_SIZE: 16
  LR: 1e-3

OUTPUT_DIR: 'outputs/vgg_ssd300_voc0712'
2021-07-15 18:08:16,453 SSD INFO: Running with config:
DATASETS:
  TEST: ('voc_2007_test',)
  TRAIN: ('voc_2007_trainval', 'voc_2012_trainval')
DATA_LOADER:
  NUM_WORKERS: 2
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 21
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/vgg_ssd300_voc0712
SOLVER:
  BATCH_SIZE: 16
  GAMMA: 0.1
  LR: 0.001
  LR_STEPS: [80000, 100000]
  MAX_ITER: 120000
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.3333333333333333
  WARMUP_ITERS: 500
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 8
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2021-07-15 18:08:18,087 SSD.trainer INFO: No checkpoint found.
2021-07-15 18:08:18,111 SSD.trainer INFO: Start training ...
2021-07-15 18:08:33,832 SSD.trainer INFO: iter: 000010, lr: 0.00035, total_loss: 20.142 (20.142), reg_loss: 3.122 (3.122), cls_loss: 17.021 (17.021), time: 1.189 (1.189), eta: 1 day, 15:37:09
2021-07-15 18:08:36,950 SSD.trainer INFO: iter: 000020, lr: 0.00036, total_loss: 15.933 (18.038), reg_loss: 2.936 (3.029), cls_loss: 12.996 (15.008), time: 0.312 (0.750), eta: 1 day, 1:00:18
2021-07-15 18:08:40,002 SSD.trainer INFO: iter: 000030, lr: 0.00037, total_loss: 14.904 (16.993), reg_loss: 2.795 (2.951), cls_loss: 12.109 (14.042), time: 0.305 (0.602), eta: 20:03:34
2021-07-15 18:09:29,015 SSD.trainer INFO: iter: 000190, lr: 0.00059, total_loss: 7.513 (10.378), reg_loss: 2.379 (2.653), cls_loss: 5.134 (7.726), time: 0.306 (0.353), eta: 11:44:53
2021-07-15 18:09:32,078 SSD.trainer INFO: iter: 000200, lr: 0.00060, total_loss: 7.607 (10.240), reg_loss: 2.448 (2.643), cls_loss: 5.159 (7.597), time: 0.306 (0.351), eta: 11:40:09
2021-07-15 18:09:35,132 SSD.trainer INFO: iter: 000210, lr: 0.00061, total_loss: 7.514 (10.110), reg_loss: 2.405 (2.631), cls_loss: 5.109 (7.479), time: 0.305 (0.349), eta: 11:35:48
2021-07-15 18:09:38,205 SSD.trainer INFO: iter: 000220, lr: 0.00063, total_loss: 7.326 (9.984), reg_loss: 2.258 (2.614), cls_loss: 5.068 (7.369), time: 0.307 (0.347), eta: 11:32:00
2021-07-15 18:09:41,271 SSD.trainer INFO: iter: 000230, lr: 0.00064, total_loss: 7.480 (9.875), reg_loss: 2.325 (2.602), cls_loss: 5.155 (7.273), time: 0.307 (0.345), eta: 11:28:28
2021-07-15 18:09:44,341 SSD.trainer INFO: iter: 000240, lr: 0.00065, total_loss: 7.283 (9.767), reg_loss: 2.319 (2.590), cls_loss: 4.964 (7.177), time: 0.307 (0.343), eta: 11:25:15
2021-07-15 18:09:47,399 SSD.trainer INFO: iter: 000250, lr: 0.00067, total_loss: 7.345 (9.670), reg_loss: 2.322 (2.579), cls_loss: 5.023 (7.091), time: 0.306 (0.342), eta: 11:22:13
2021-07-15 18:09:50,472 SSD.trainer INFO: iter: 000260, lr: 0.00068, total_loss: 7.453 (9.585), reg_loss: 2.313 (2.569), cls_loss: 5.140 (7.016), time: 0.307 (0.340), eta: 11:19:30
2021-07-15 18:09:53,533 SSD.trainer INFO: iter: 000270, lr: 0.00069, total_loss: 7.144 (9.494), reg_loss: 2.281 (2.558), cls_loss: 4.863 (6.936), time: 0.306 (0.339), eta: 11:16:54
2021-07-15 18:09:56,594 SSD.trainer INFO: iter: 000280, lr: 0.00071, total_loss: 7.347 (9.417), reg_loss: 2.220 (2.546), cls_loss: 5.127 (6.871), time: 0.306 (0.338), eta: 11:14:29
2021-07-15 18:09:59,671 SSD.trainer INFO: iter: 000290, lr: 0.00072, total_loss: 7.188 (9.341), reg_loss: 2.180 (2.534), cls_loss: 5.008 (6.807), time: 0.308 (0.337), eta: 11:12:20
2021-07-15 18:10:02,745 SSD.trainer INFO: iter: 000300, lr: 0.00073, total_loss: 7.096 (9.266), reg_loss: 2.248 (2.524), cls_loss: 4.848 (6.742), time: 0.307 (0.336), eta: 11:10:19
2021-07-15 18:10:05,807 SSD.trainer INFO: iter: 000310, lr: 0.00075, total_loss: 7.225 (9.200), reg_loss: 2.246 (2.515), cls_loss: 4.980 (6.685), time: 0.306 (0.335), eta: 11:08:21
2021-07-15 18:10:08,864 SSD.trainer INFO: iter: 000320, lr: 0.00076, total_loss: 7.185 (9.137), reg_loss: 2.207 (2.506), cls_loss: 4.978 (6.631), time: 0.306 (0.334), eta: 11:06:28
2021-07-15 18:10:11,946 SSD.trainer INFO: iter: 000330, lr: 0.00077, total_loss: 6.992 (9.072), reg_loss: 2.126 (2.494), cls_loss: 4.866 (6.578), time: 0.308 (0.333), eta: 11:04:50
2021-07-15 18:10:15,003 SSD.trainer INFO: iter: 000340, lr: 0.00079, total_loss: 7.144 (9.015), reg_loss: 2.092 (2.482), cls_loss: 5.052 (6.533), time: 0.306 (0.333), eta: 11:03:10
2021-07-15 18:10:18,074 SSD.trainer INFO: iter: 000350, lr: 0.00080, total_loss: 7.214 (8.964), reg_loss: 2.328 (2.478), cls_loss: 4.887 (6.486), time: 0.307 (0.332), eta: 11:01:39
2021-07-15 18:10:21,144 SSD.trainer INFO: iter: 000360, lr: 0.00081, total_loss: 6.897 (8.906), reg_loss: 2.049 (2.466), cls_loss: 4.848 (6.441), time: 0.307 (0.331), eta: 11:00:13
2021-07-15 18:10:24,205 SSD.trainer INFO: iter: 000370, lr: 0.00083, total_loss: 7.158 (8.859), reg_loss: 2.102 (2.456), cls_loss: 5.055 (6.403), time: 0.306 (0.330), eta: 10:58:49
2021-07-15 18:10:27,255 SSD.trainer INFO: iter: 000380, lr: 0.00084, total_loss: 7.097 (8.813), reg_loss: 2.119 (2.447), cls_loss: 4.977 (6.366), time: 0.305 (0.330), eta: 10:57:26
2021-07-15 18:10:30,323 SSD.trainer INFO: iter: 000390, lr: 0.00085, total_loss: 6.856 (8.763), reg_loss: 2.036 (2.437), cls_loss: 4.820 (6.326), time: 0.307 (0.329), eta: 10:56:12
2021-07-15 18:10:33,406 SSD.trainer INFO: iter: 000400, lr: 0.00087, total_loss: 6.836 (8.714), reg_loss: 2.050 (2.427), cls_loss: 4.786 (6.287), time: 0.308 (0.329), eta: 10:55:06
2021-07-15 18:10:36,479 SSD.trainer INFO: iter: 000410, lr: 0.00088, total_loss: 7.069 (8.674), reg_loss: 2.127 (2.420), cls_loss: 4.943 (6.255), time: 0.307 (0.328), eta: 10:54:01
2021-07-15 18:10:39,547 SSD.trainer INFO: iter: 000420, lr: 0.00089, total_loss: 7.057 (8.636), reg_loss: 2.106 (2.412), cls_loss: 4.951 (6.224), time: 0.307 (0.328), eta: 10:52:57
2021-07-15 18:10:42,619 SSD.trainer INFO: iter: 000430, lr: 0.00091, total_loss: 6.979 (8.597), reg_loss: 1.977 (2.402), cls_loss: 5.002 (6.195), time: 0.307 (0.327), eta: 10:51:57
2021-07-15 18:10:45,708 SSD.trainer INFO: iter: 000440, lr: 0.00092, total_loss: 6.900 (8.559), reg_loss: 2.083 (2.395), cls_loss: 4.818 (6.164), time: 0.309 (0.327), eta: 10:51:04
2021-07-15 18:10:48,776 SSD.trainer INFO: iter: 000450, lr: 0.00093, total_loss: 7.012 (8.524), reg_loss: 2.065 (2.387), cls_loss: 4.947 (6.137), time: 0.307 (0.326), eta: 10:50:08
2021-07-15 18:10:51,851 SSD.trainer INFO: iter: 000460, lr: 0.00095, total_loss: 6.766 (8.486), reg_loss: 2.002 (2.379), cls_loss: 4.765 (6.107), time: 0.307 (0.326), eta: 10:49:16
2021-07-15 18:10:54,921 SSD.trainer INFO: iter: 000470, lr: 0.00096, total_loss: 6.847 (8.451), reg_loss: 1.992 (2.371), cls_loss: 4.855 (6.080), time: 0.307 (0.325), eta: 10:48:24
2021-07-15 18:10:57,997 SSD.trainer INFO: iter: 000480, lr: 0.00097, total_loss: 6.802 (8.417), reg_loss: 1.980 (2.363), cls_loss: 4.822 (6.054), time: 0.308 (0.325), eta: 10:47:37
2021-07-15 18:11:01,065 SSD.trainer INFO: iter: 000490, lr: 0.00099, total_loss: 6.992 (8.388), reg_loss: 2.008 (2.355), cls_loss: 4.985 (6.032), time: 0.307 (0.325), eta: 10:46:49
2021-07-15 18:11:04,147 SSD.trainer INFO: iter: 000500, lr: 0.00100, total_loss: 6.874 (8.358), reg_loss: 1.956 (2.347), cls_loss: 4.917 (6.010), time: 0.308 (0.324), eta: 10:46:06
2021-07-15 18:11:07,216 SSD.trainer INFO: iter: 000510, lr: 0.00100, total_loss: 6.835 (8.328), reg_loss: 2.046 (2.342), cls_loss: 4.789 (5.986), time: 0.307 (0.324), eta: 10:45:22
2021-07-15 18:11:10,289 SSD.trainer INFO: iter: 000520, lr: 0.00100, total_loss: 6.753 (8.297), reg_loss: 1.985 (2.335), cls_loss: 4.768 (5.963), time: 0.307 (0.324), eta: 10:44:40
2021-07-15 18:11:13,361 SSD.trainer INFO: iter: 000530, lr: 0.00100, total_loss: 6.967 (8.272), reg_loss: 1.997 (2.328), cls_loss: 4.970 (5.944), time: 0.307 (0.323), eta: 10:43:59
2021-07-15 18:11:16,435 SSD.trainer INFO: iter: 000540, lr: 0.00100, total_loss: 6.813 (8.245), reg_loss: 1.982 (2.322), cls_loss: 4.831 (5.923), time: 0.307 (0.323), eta: 10:43:21
2021-07-15 18:11:19,508 SSD.trainer INFO: iter: 000550, lr: 0.00100, total_loss: 6.967 (8.222), reg_loss: 2.089 (2.318), cls_loss: 4.878 (5.904), time: 0.307 (0.323), eta: 10:42:43
2021-07-15 18:11:22,584 SSD.trainer INFO: iter: 000560, lr: 0.00100, total_loss: 6.989 (8.200), reg_loss: 2.081 (2.313), cls_loss: 4.909 (5.887), time: 0.308 (0.323), eta: 10:42:07
2021-07-15 18:11:25,651 SSD.trainer INFO: iter: 000570, lr: 0.00100, total_loss: 6.829 (8.176), reg_loss: 1.970 (2.307), cls_loss: 4.859 (5.868), time: 0.307 (0.322), eta: 10:41:31
2021-07-15 18:11:28,735 SSD.trainer INFO: iter: 000580, lr: 0.00100, total_loss: 6.804 (8.152), reg_loss: 1.965 (2.302), cls_loss: 4.839 (5.851), time: 0.308 (0.322), eta: 10:40:59
2021-07-15 18:11:31,809 SSD.trainer INFO: iter: 000590, lr: 0.00100, total_loss: 6.836 (8.130), reg_loss: 1.968 (2.296), cls_loss: 4.868 (5.834), time: 0.307 (0.322), eta: 10:40:26
2021-07-15 18:11:34,880 SSD.trainer INFO: iter: 000600, lr: 0.00100, total_loss: 6.802 (8.108), reg_loss: 1.994 (2.291), cls_loss: 4.808 (5.817), time: 0.307 (0.322), eta: 10:39:54
2021-07-15 18:11:37,956 SSD.trainer INFO: iter: 000610, lr: 0.00100, total_loss: 6.519 (8.082), reg_loss: 1.901 (2.284), cls_loss: 4.617 (5.797), time: 0.308 (0.321), eta: 10:39:23
2021-07-15 18:11:41,035 SSD.trainer INFO: iter: 000620, lr: 0.00100, total_loss: 6.586 (8.058), reg_loss: 1.882 (2.278), cls_loss: 4.704 (5.780), time: 0.308 (0.321), eta: 10:38:54
2021-07-15 18:11:44,129 SSD.trainer INFO: iter: 000630, lr: 0.00100, total_loss: 6.591 (8.034), reg_loss: 1.872 (2.272), cls_loss: 4.720 (5.763), time: 0.310 (0.321), eta: 10:38:29
2021-07-15 18:11:47,209 SSD.trainer INFO: iter: 000640, lr: 0.00100, total_loss: 6.898 (8.017), reg_loss: 1.955 (2.267), cls_loss: 4.943 (5.750), time: 0.308 (0.321), eta: 10:38:02
2021-07-15 18:11:50,280 SSD.trainer INFO: iter: 000650, lr: 0.00100, total_loss: 6.482 (7.993), reg_loss: 1.817 (2.260), cls_loss: 4.664 (5.733), time: 0.307 (0.321), eta: 10:37:33
2021-07-15 18:11:53,369 SSD.trainer INFO: iter: 000660, lr: 0.00100, total_loss: 6.369 (7.968), reg_loss: 1.810 (2.253), cls_loss: 4.559 (5.716), time: 0.309 (0.320), eta: 10:37:09
2021-07-15 18:11:56,472 SSD.trainer INFO: iter: 000670, lr: 0.00100, total_loss: 6.481 (7.946), reg_loss: 1.858 (2.247), cls_loss: 4.623 (5.699), time: 0.310 (0.320), eta: 10:36:48
2021-07-15 18:11:59,565 SSD.trainer INFO: iter: 000680, lr: 0.00100, total_loss: 6.503 (7.925), reg_loss: 1.817 (2.241), cls_loss: 4.686 (5.684), time: 0.309 (0.320), eta: 10:36:26
2021-07-15 18:12:02,665 SSD.trainer INFO: iter: 000690, lr: 0.00100, total_loss: 6.438 (7.903), reg_loss: 1.882 (2.235), cls_loss: 4.556 (5.668), time: 0.310 (0.320), eta: 10:36:05
2021-07-15 18:12:05,757 SSD.trainer INFO: iter: 000700, lr: 0.00100, total_loss: 6.607 (7.885), reg_loss: 1.958 (2.231), cls_loss: 4.649 (5.653), time: 0.309 (0.320), eta: 10:35:44
2021-07-15 18:12:08,840 SSD.trainer INFO: iter: 000710, lr: 0.00100, total_loss: 6.512 (7.866), reg_loss: 1.844 (2.226), cls_loss: 4.668 (5.640), time: 0.308 (0.320), eta: 10:35:21
2021-07-15 18:12:11,923 SSD.trainer INFO: iter: 000720, lr: 0.00100, total_loss: 6.346 (7.844), reg_loss: 1.816 (2.220), cls_loss: 4.530 (5.624), time: 0.308 (0.319), eta: 10:34:59
2021-07-15 18:12:15,015 SSD.trainer INFO: iter: 000730, lr: 0.00100, total_loss: 6.668 (7.828), reg_loss: 1.881 (2.216), cls_loss: 4.787 (5.613), time: 0.309 (0.319), eta: 10:34:40
2021-07-15 18:12:18,095 SSD.trainer INFO: iter: 000740, lr: 0.00100, total_loss: 6.455 (7.810), reg_loss: 1.763 (2.210), cls_loss: 4.692 (5.600), time: 0.308 (0.319), eta: 10:34:18
2021-07-15 18:12:21,162 SSD.trainer INFO: iter: 000750, lr: 0.00100, total_loss: 6.561 (7.793), reg_loss: 1.849 (2.205), cls_loss: 4.712 (5.588), time: 0.307 (0.319), eta: 10:33:55
2021-07-15 18:12:24,238 SSD.trainer INFO: iter: 000760, lr: 0.00100, total_loss: 6.316 (7.774), reg_loss: 1.764 (2.199), cls_loss: 4.552 (5.575), time: 0.308 (0.319), eta: 10:33:34
2021-07-15 18:12:27,330 SSD.trainer INFO: iter: 000770, lr: 0.00100, total_loss: 6.410 (7.756), reg_loss: 1.840 (2.194), cls_loss: 4.570 (5.562), time: 0.309 (0.319), eta: 10:33:16
2021-07-15 18:12:30,410 SSD.trainer INFO: iter: 000780, lr: 0.00100, total_loss: 6.457 (7.739), reg_loss: 1.969 (2.191), cls_loss: 4.488 (5.548), time: 0.308 (0.319), eta: 10:32:57
2021-07-15 18:12:33,489 SSD.trainer INFO: iter: 000790, lr: 0.00100, total_loss: 6.463 (7.723), reg_loss: 1.908 (2.188), cls_loss: 4.555 (5.535), time: 0.308 (0.318), eta: 10:32:37
2021-07-15 18:12:36,562 SSD.trainer INFO: iter: 000800, lr: 0.00100, total_loss: 6.506 (7.708), reg_loss: 1.899 (2.184), cls_loss: 4.607 (5.524), time: 0.307 (0.318), eta: 10:32:17
2021-07-15 18:12:39,650 SSD.trainer INFO: iter: 000810, lr: 0.00100, total_loss: 6.500 (7.693), reg_loss: 1.899 (2.181), cls_loss: 4.601 (5.512), time: 0.309 (0.318), eta: 10:32:00
2021-07-15 18:12:42,739 SSD.trainer INFO: iter: 000820, lr: 0.00100, total_loss: 6.368 (7.677), reg_loss: 1.783 (2.176), cls_loss: 4.585 (5.501), time: 0.309 (0.318), eta: 10:31:44
2021-07-15 18:12:45,826 SSD.trainer INFO: iter: 000830, lr: 0.00100, total_loss: 6.408 (7.662), reg_loss: 1.862 (2.172), cls_loss: 4.546 (5.490), time: 0.309 (0.318), eta: 10:31:27
2021-07-15 18:12:48,921 SSD.trainer INFO: iter: 000840, lr: 0.00100, total_loss: 6.263 (7.645), reg_loss: 1.809 (2.168), cls_loss: 4.454 (5.477), time: 0.309 (0.318), eta: 10:31:12
2021-07-15 18:12:52,004 SSD.trainer INFO: iter: 000850, lr: 0.00100, total_loss: 6.333 (7.630), reg_loss: 1.877 (2.164), cls_loss: 4.455 (5.465), time: 0.308 (0.318), eta: 10:30:56
2021-07-15 18:12:55,089 SSD.trainer INFO: iter: 000860, lr: 0.00100, total_loss: 6.246 (7.613), reg_loss: 1.832 (2.160), cls_loss: 4.414 (5.453), time: 0.309 (0.318), eta: 10:30:40
2021-07-15 18:12:58,176 SSD.trainer INFO: iter: 000870, lr: 0.00100, total_loss: 5.988 (7.595), reg_loss: 1.754 (2.156), cls_loss: 4.234 (5.439), time: 0.309 (0.318), eta: 10:30:24
2021-07-15 18:13:01,273 SSD.trainer INFO: iter: 000880, lr: 0.00100, total_loss: 6.247 (7.579), reg_loss: 1.791 (2.152), cls_loss: 4.456 (5.428), time: 0.310 (0.317), eta: 10:30:11
2021-07-15 18:13:04,357 SSD.trainer INFO: iter: 000890, lr: 0.00100, total_loss: 6.124 (7.563), reg_loss: 1.832 (2.148), cls_loss: 4.292 (5.415), time: 0.308 (0.317), eta: 10:29:55
2021-07-15 18:13:07,434 SSD.trainer INFO: iter: 000900, lr: 0.00100, total_loss: 5.950 (7.545), reg_loss: 1.667 (2.143), cls_loss: 4.284 (5.402), time: 0.308 (0.317), eta: 10:29:39
2021-07-15 18:13:10,516 SSD.trainer INFO: iter: 000910, lr: 0.00100, total_loss: 6.091 (7.529), reg_loss: 1.791 (2.139), cls_loss: 4.300 (5.390), time: 0.308 (0.317), eta: 10:29:24
2021-07-15 18:13:13,607 SSD.trainer INFO: iter: 000920, lr: 0.00100, total_loss: 6.509 (7.518), reg_loss: 1.864 (2.136), cls_loss: 4.645 (5.382), time: 0.309 (0.317), eta: 10:29:11
2021-07-15 18:13:16,707 SSD.trainer INFO: iter: 000930, lr: 0.00100, total_loss: 6.118 (7.503), reg_loss: 1.697 (2.131), cls_loss: 4.421 (5.372), time: 0.310 (0.317), eta: 10:28:59
2021-07-15 18:13:19,785 SSD.trainer INFO: iter: 000940, lr: 0.00100, total_loss: 6.402 (7.491), reg_loss: 1.828 (2.128), cls_loss: 4.574 (5.363), time: 0.308 (0.317), eta: 10:28:44
2021-07-15 18:13:22,868 SSD.trainer INFO: iter: 000950, lr: 0.00100, total_loss: 6.043 (7.476), reg_loss: 1.773 (2.124), cls_loss: 4.269 (5.352), time: 0.308 (0.317), eta: 10:28:30
2021-07-15 18:13:25,963 SSD.trainer INFO: iter: 000960, lr: 0.00100, total_loss: 6.152 (7.462), reg_loss: 1.754 (2.120), cls_loss: 4.398 (5.342), time: 0.309 (0.317), eta: 10:28:18
2021-07-15 18:13:29,052 SSD.trainer INFO: iter: 000970, lr: 0.00100, total_loss: 6.151 (7.449), reg_loss: 1.778 (2.117), cls_loss: 4.373 (5.332), time: 0.309 (0.317), eta: 10:28:05
2021-07-15 18:13:32,142 SSD.trainer INFO: iter: 000980, lr: 0.00100, total_loss: 5.913 (7.433), reg_loss: 1.749 (2.113), cls_loss: 4.163 (5.320), time: 0.309 (0.317), eta: 10:27:53
